customer_id,service_date,vehicle_type,service_type,service_cost,service_duration,customer_rating,payment_method,location,record_source
C0650,04/21/2024,truck,full service,126.26,109.0,5.0,Debit Card,Suburban,Web
C0475,2021-11-29,TRUCK,full service,123.98,92.0,3.0,Credit Card,AIRPORT,In-Person
C0119,2022-09-28,Van,PREMIUM WASH,38.96,34.0,5.0,CASH,Highway,Web
C0814,2024-03-19,Sedan,Premium Wash,49.44,36.0,3.0,Credit Card,Downtown,In-Person
C0971,,,,,,,,,
C0654,2023-11-27,  Sedan  ,  full service  ,105.95,103.0,2.0,debit card,Airport,in-person
C0481,2024-03-15,suv,full service,140.9,99.0,3.0,debit card,MALL,In-Person
C0464,2024-11-27,truck,Premium Wash,46.24,40.0,3.0,CASH,mall,MOBILE
C0632,03-12-2024,,deluxe wash,66.2,46.0,,debit card,Highway,WEB
C0025,08-11-2022,suv,PREMIUM WASH,37.47,32.0,5.0,Membership,AIRPORT,in-person
C0207,2022-05-20,HATCHBACK,Premium Wash,41.73,30.0,4.0,MOBILE PAY,AIRPORT,In-Person
C0420,2022-09-15,van,Interior Detailing,83.63,61.0,2.0,Debit Card,Highway,In-Person
C0596,2022-05-26,  Hatchback  ,  Basic Wash  ,133.21101000504504,17.0,3.0,Debit Card,Suburban,in-person
C0912,2024-02-07,Truck,full service,unknown,N/A,5.0,mobile pay,Suburban,In-Person
C0158,2023-04-10,HATCHBACK,Interior Detailing,112.66,65.0,2.0,Debit Card,Highway,WEB
C0747,04/12/2024,SUV,basic wash,18.41,17.0,4.0,Debit Card,Highway,MOBILE
C0436,2023-09-29,HATCHBACK,Basic Wash,24.33,22.0,4.0,Debit Card,mall,Web
C0675,2023-12-17,Van,FULL SERVICE,139.32,109.0,5.0,MOBILE PAY,AIRPORT,WEB
C0049,2024-11-06,SUV,Interior Detailing,611.1657786518413,88.0,5.0,MOBILE PAY,highway,In-Person
C0315,12/10/2022,luxury,Premium Wash,48.61,41.0,5.0,Mobile Pay,mall,MOBILE
C0787,2021-11-11,luxury,Basic Wash,21.74,21.0,4.0,Membership,highway,WEB
C0105,2023-01-16,suv,deluxe wash,73.89,59.0,3.0,credit card,AIRPORT,in-person
C0782,2023-12-05,luxury,Premium Wash,40.96,33.0,5.0,debit card,Suburban,MOBILE
C0928,20-06-2022,truck,Basic Wash,16.64,18.0,3.0,CASH,MALL,WEB
C0711,,,,,,,,,
C0704,2023-03-08,Van,Premium Wash,39.11,31.0,3.0,Debit Card,Suburban,WEB
C0877,2022-01-18,Sedan,FULL SERVICE,102.16,115.0,4.0,credit card,Airport,MOBILE
C0183,2024-03-22,suv,Basic Wash,unknown,N/A,3.0,Membership,mall,Web
C0716,2024-07-24,Truck,PREMIUM WASH,unknown,N/A,4.0,credit card,Highway,In-Person
C0284,2022-06-21,Hatchback,deluxe wash,55.94,45.0,4.0,debit card,Airport,WEB
C0980,2021-08-02,suv,Premium Wash,38.0,38.0,4.0,membership,highway,in-person
C0271,2024-01-29,  Truck  ,  deluxe wash  ,67.66,45.0,5.0,mobile pay,mall,WEB
C0981,2024-07-13,Van,PREMIUM WASH,35.13,34.0,4.0,membership,Suburban,WEB
C0186,09/05/2022,LUXURY,deluxe wash,59.1,51.0,5.0,Credit Card,Highway,In-Person
C0275,2023-12-29,luxury,basic wash,20.25,23.0,4.0,mobile pay,mall,MOBILE
C0979,29-01-2023,truck,deluxe wash,72.16,59.0,2.0,CASH,Airport,Web
C0233,2022-10-02,SUV,PREMIUM WASH,40.17,44.0,2.0,Cash,highway,WEB
C0653,2021-12-15,suv,deluxe wash,68.15,51.0,1.0,mobile pay,Suburban,WEB
C0449,2023-04-01,  Sedan  ,  Basic Wash  ,23.88,15.0,5.0,credit card,Downtown,in-person
C0978,,,,,,,,,
C0228,2022-05-24,suv,basic wash,22.23,19.0,5.0,Mobile Pay,highway,in-person
C0108,12/12/2022,LUXURY,basic wash,24.01,17.0,3.0,Membership,Suburban,MOBILE
C0336,2022-10-05,Truck,deluxe wash,63.93,45.0,2.0,membership,Suburban,in-person
C0894,2021-12-10,Sedan,PREMIUM WASH,41.8,31.0,5.0,CASH,Airport,in-person
C0864,2024-11-21,Sedan,PREMIUM WASH,49.66,34.0,3.0,Cash,Downtown,MOBILE
C0920,05/26/2022,Hatchback,Interior Detailing,80.73,66.0,2.0,mobile pay,Downtown,MOBILE
C0944,2021-11-17,suv,full service,128.56,114.0,3.0,membership,MALL,WEB
C0374,2024-07-29,suv,deluxe wash,67.84,46.0,4.0,mobile pay,Highway,WEB
C0406,2024-09-25,Sedan,Premium Wash,35.47,43.0,5.0,credit card,MALL,WEB
C0586,2024-03-15,,Basic Wash,19.68,23.0,,Mobile Pay,highway,In-Person
C0123,2021-10-29,Hatchback,Basic Wash,16.66,20.0,5.0,CASH,Downtown,MOBILE
C0309,2023-04-02,suv,deluxe wash,64.51,60.0,4.0,Credit Card,MALL,MOBILE
C0983,2022-10-29,SUV,FULL SERVICE,111.08,120.0,5.0,Mobile Pay,AIRPORT,In-Person
C0450,2024-12-25,Van,full service,491.5389474655632,120.0,4.0,membership,AIRPORT,Web
C0812,2025-01-20,Van,FULL SERVICE,104.69,102.0,5.0,Membership,MALL,in-person
C0399,2023-10-29,VAN,basic wash,20.44,15.0,1.0,MOBILE PAY,Highway,Web
C0531,2022-11-17,Luxury,Premium Wash,36.06,31.0,3.0,debit card,Downtown,Web
C0237,2021-12-05,truck,PREMIUM WASH,48.1,39.0,5.0,Credit Card,AIRPORT,in-person
C0857,2024-07-16,SUV,full service,101.19,104.0,4.0,Debit Card,mall,in-person
C0484,2021-06-24,Luxury,Premium Wash,47.33,36.0,5.0,mobile pay,AIRPORT,WEB
C0513,2022-12-27,,PREMIUM WASH,48.47,33.0,,debit card,Airport,Web
C0926,2023-04-12,Van,Basic Wash,18.17,23.0,5.0,MOBILE PAY,mall,MOBILE
C0513,04/06/2023,Hatchback,PREMIUM WASH,36.99,31.0,4.0,Credit Card,MALL,WEB
C0429,08/12/2021,Sedan,Premium Wash,36.46,31.0,4.0,MOBILE PAY,Suburban,WEB
C0265,21-11-2021,Van,Basic Wash,19.95,16.0,4.0,CASH,mall,In-Person
C0768,2022-09-25,SUV,Interior Detailing,90.49,69.0,5.0,Membership,Highway,Web
C0102,2024-05-23,suv,deluxe wash,69.16,50.0,2.0,debit card,AIRPORT,In-Person
C0932,2024-06-10,,Basic Wash,22.18,17.0,,MOBILE PAY,mall,In-Person
C0584,2023-10-07,Sedan,Premium Wash,39.76,43.0,4.0,credit card,Airport,in-person
C0578,2024-11-14,SUV,Interior Detailing,101.74,84.0,4.0,Cash,Downtown,in-person
C0174,2022-04-09,HATCHBACK,deluxe wash,55.3,56.0,3.0,Credit Card,MALL,WEB
C0341,12/03/2022,luxury,PREMIUM WASH,39.51,35.0,5.0,debit card,Airport,WEB
C0366,17-06-2022,luxury,deluxe wash,58.79,46.0,4.0,Cash,AIRPORT,In-Person
C0687,2021-10-14,truck,Premium Wash,48.94,38.0,3.0,membership,MALL,In-Person
C0606,2022-08-01,HATCHBACK,FULL SERVICE,130.43,106.0,5.0,MOBILE PAY,AIRPORT,WEB
C0437,20-11-2024,HATCHBACK,FULL SERVICE,147.88,99.0,4.0,credit card,mall,WEB
C0301,2021-10-06,  Sedan  ,  full service  ,126.05,100.0,4.0,credit card,highway,In-Person
C0291,2023-04-20,Hatchback,full service,148.71,103.0,4.0,Cash,MALL,In-Person
C0393,2021-05-28,luxury,Basic Wash,19.51,15.0,4.0,credit card,MALL,In-Person
C0949,2025-02-03,truck,FULL SERVICE,110.05,100.0,4.0,mobile pay,Highway,MOBILE
C0092,2021-11-15,truck,Interior Detailing,117.24,89.0,5.0,Cash,Airport,In-Person
C0512,2022-01-18,van,basic wash,20.37,18.0,5.0,Mobile Pay,Airport,in-person
C0521,11-04-2024,Van,deluxe wash,66.61,49.0,5.0,Mobile Pay,Suburban,WEB
C0957,2023-12-27,SUV,basic wash,23.13,18.0,4.0,Membership,mall,Web
C0476,03/18/2024,suv,FULL SERVICE,130.3,90.0,2.0,MOBILE PAY,Downtown,In-Person
C0021,2022-09-29,truck,FULL SERVICE,124.37,114.0,5.0,Credit Card,Highway,In-Person
C0232,2022-01-20,SUV,Basic Wash,17.87,25.0,3.0,Debit Card,MALL,WEB
C0419,2022-09-21,Truck,PREMIUM WASH,unknown,N/A,4.0,Credit Card,highway,in-person
C0369,25-07-2024,SUV,basic wash,21.71,25.0,4.0,Credit Card,Suburban,WEB
C0967,2023-11-14,Hatchback,Premium Wash,45.96,39.0,5.0,membership,MALL,MOBILE
C0073,29-06-2024,luxury,Premium Wash,42.14,43.0,1.0,Credit Card,MALL,Web
C0418,2022-07-30,,PREMIUM WASH,37.16,39.0,,mobile pay,Airport,MOBILE
C0965,12-09-2022,suv,FULL SERVICE,130.87,115.0,3.0,MOBILE PAY,MALL,in-person
C0615,2023-03-20,Van,FULL SERVICE,697.6699937406414,110.0,4.0,debit card,Highway,WEB
C0676,2022-06-19,Hatchback,Basic Wash,15.54,19.0,4.0,membership,AIRPORT,in-person
C0899,21-04-2024,suv,Basic Wash,22.3,21.0,5.0,Credit Card,Suburban,MOBILE
C0216,2025-10-29,Truck,PREMIUM WASH,36.07,43.0,4.0,Cash,Highway,WEB
C0758,2022-05-04,Hatchback,Interior Detailing,82.47,61.0,5.0,Cash,highway,MOBILE
C0373,2022-04-20,TRUCK,Premium Wash,333.29427756853886,42.0,4.0,Mobile Pay,Suburban,In-Person
C0360,2023-06-22,  luxury  ,  Basic Wash  ,18.36,19.0,3.0,Credit Card,AIRPORT,Web
C0216,2026-02-20,HATCHBACK,basic wash,18.12,17.0,,CASH,Airport,WEB
C0364,2022-05-04,Van,deluxe wash,56.51,52.0,4.0,MOBILE PAY,AIRPORT,Web
C0052,2022-02-25,Truck,Premium Wash,46.32,40.0,4.0,MOBILE PAY,Highway,in-person
C0666,2021-03-07,Hatchback,FULL SERVICE,117.8,103.0,5.0,membership,Airport,WEB
C0070,2022-07-12,Truck,full service,unknown,N/A,3.0,CASH,highway,In-Person
C0130,2024-12-09,HATCHBACK,Premium Wash,41.15,30.0,3.0,debit card,Suburban,Web
C0954,2022-08-18,,Basic Wash,20.62,21.0,,CASH,MALL,WEB
C0066,2022-04-09,suv!,#Interior Detailing,116.15,88.0,4.0,CASH,Suburban,MOBILE
C0268,2023-05-23,SUV,full service,120.19,109.0,1.0,debit card,mall,WEB
C0753,18-05-2022,LUXURY,deluxe wash,68.85,48.0,1.0,MOBILE PAY,Highway,In-Person
C0144,2022-07-18,Sedan,full service,110.14,114.0,5.0,Mobile Pay,highway,MOBILE
C0897,2021-12-06,Sedan,Basic Wash,17.8,16.0,5.0,Mobile Pay,AIRPORT,Web
C0507,2022-12-16,Sedan,Basic Wash,18.01,16.0,4.0,CASH,mall,in-person
C0954,2022-09-15,,Interior Detailing,112.92,85.0,,Cash,Suburban,Web
C0875,2021-09-23,luxury,Basic Wash,18.85,18.0,4.0,credit card,MALL,In-Person
C0966,2021-07-25,Sedan,Premium Wash,47.46,44.0,5.0,debit card,highway,In-Person
C0136,02/24/2022,,Basic Wash,68.97084370045786,21.0,,Mobile Pay,AIRPORT,WEB
C0745,2023-08-05,truck,Basic Wash,24.39,21.0,4.0,Credit Card,MALL,Web
C0990,10/07/2023,truck,deluxe wash,71.69,53.0,3.0,debit card,highway,MOBILE
C0705,04-01-2025,truck,Premium Wash,41.29,36.0,3.0,credit card,Suburban,MOBILE
C0457,2022-06-17,Truck,basic wash,17.55,22.0,5.0,MOBILE PAY,AIRPORT,MOBILE
C0808,2023-06-04,sedan,PREMIUM WASH,44.51,34.0,5.0,credit card,Highway,WEB
C0216,2026-06-14,Hatchback,Premium Wash,46.91,43.0,3.0,Mobile Pay,Airport,MOBILE
C0347,2022-04-19,VAN,deluxe wash,65.84,48.0,5.0,Debit Card,highway,In-Person
C0166,15-04-2022,Luxury,Basic Wash,20.82,18.0,2.0,mobile pay,Airport,in-person
C0834,2022-07-27,Sedan,PREMIUM WASH,36.46,35.0,3.0,MOBILE PAY,Downtown,In-Person
C0117,2022-04-05,Sedan,deluxe wash,63.57,57.0,4.0,Mobile Pay,AIRPORT,In-Person
C0913,2023-04-20,SUV,Interior Detailing,89.93,86.0,4.0,membership,Suburban,In-Person
C0710,10/28/2025,Sedan,Premium Wash,49.82,43.0,4.0,debit card,Airport,WEB
C0236,2023-09-04,truck,Premium Wash,46.98,36.0,4.0,membership,mall,Web
C0659,2023-12-28,suv,Interior Detailing,100.77,62.0,4.0,mobile pay,Airport,In-Person
C0270,2024-07-06,HATCHBACK,Interior Detailing,-116.67,62.0,4.0,Mobile Pay,highway,Web
C0147,2022-07-03,SUV,FULL SERVICE,138.13,100.0,3.0,membership,AIRPORT,Web
C0279,2025-02-16,Van,Interior Detailing,108.71,70.0,4.0,CASH,AIRPORT,in-person
C0135,2023-08-26,,deluxe wash,60.93,50.0,,mobile pay,Suburban,WEB
C0796,2024-07-31,suv,full service,122.64,107.0,4.0,Cash,highway,WEB
C0262,2022-10-02,  luxury  ,  PREMIUM WASH  ,38.89,44.0,5.0,credit card,MALL,Web
C0009,2024-08-16,  Sedan  ,  Interior Detailing  ,107.04,86.0,4.0,credit card,Suburban,Web
C0397,2022-05-20,Truck!,#PREMIUM WASH,43.53,45.0,4.0,CASH,Airport,WEB
C0290,2021-10-01,Truck,Interior Detailing,95.18,66.0,5.0,Mobile Pay,mall,MOBILE
C0401,2023-07-05,SUV,PREMIUM WASH,49.8,31.0,4.0,Mobile Pay,mall,WEB
C0751,2022-03-21,Sedan,Basic Wash,15.53,19.0,4.0,mobile pay,Highway,WEB
C0646,2022-09-29,HATCHBACK,Basic Wash,20.03,22.0,5.0,Membership,Suburban,MOBILE
C0462,2023-03-18,Truck,basic wash,24.32,18.0,2.0,credit card,Airport,In-Person
C0901,2022-05-13,HATCHBACK,Premium Wash,41.74,44.0,2.0,Mobile Pay,Suburban,WEB
C0292,2022-08-27,,basic wash,17.51,21.0,,debit card,Airport,in-person
C0215,01/13/2022,SUV,basic wash,21.19,17.0,3.0,Debit Card,mall,WEB
C0991,2022-09-30,  Sedan  ,  deluxe wash  ,65.74,51.0,4.0,CASH,mall,In-Person
C0854,2023-03-22,Hatchback,full service,104.04,111.0,4.0,Cash,MALL,in-person
C0293,2023-06-17,,basic wash,21.62,22.0,,Debit Card,MALL,Web
C0619,2023-01-30,HATCHBACK,Premium Wash,46.23,34.0,5.0,CASH,Highway,Web
C0224,2023-02-09,Luxury,FULL SERVICE,141.69,92.0,3.0,Debit Card,AIRPORT,Web
C0907,12/14/2022,Hatchback,Premium Wash,42.58,39.0,4.0,Membership,mall,WEB
C0517,2024-01-06,luxury,PREMIUM WASH,38.16,31.0,5.0,mobile pay,MALL,in-person
C0152,2022-10-18,truck,full service,121.99,109.0,5.0,CASH,Downtown,WEB
C0780,05/28/2023,Truck,PREMIUM WASH,37.08,45.0,4.0,MOBILE PAY,AIRPORT,MOBILE
C0656,2023-05-29,Luxury,Interior Detailing,103.89,67.0,4.0,Membership,mall,MOBILE
C0922,2021-10-14,truck,PREMIUM WASH,44.1,42.0,5.0,mobile pay,highway,Web
C0480,16-08-2024,SUV,FULL SERVICE,146.31,95.0,4.0,Cash,highway,In-Person
C0560,2021-10-20,suv,deluxe wash,69.55,50.0,3.0,CASH,MALL,WEB
C0860,2022-04-01,suv,basic wash,23.31,19.0,4.0,Cash,Suburban,WEB
C0864,2024-12-10,,Interior Detailing,106.33,60.0,,Debit Card,mall,In-Person
C0860,2022-05-14,Hatchback,full service,119.33,106.0,5.0,credit card,Highway,In-Person
C0056,06/01/2022,Luxury,Basic Wash,15.15,20.0,4.0,Cash,Airport,Web
C0853,2024-08-27,suv,Premium Wash,40.9,33.0,3.0,Debit Card,Highway,In-Person
C0115,27-10-2024,truck!,#deluxe wash,68.29,58.0,4.0,credit card,Highway,MOBILE
C0046,2024-07-06,luxury,Interior Detailing,100.04,71.0,10.0,Credit Card,mall,WEB
C0752,2023-07-20,  Truck  ,  deluxe wash  ,58.92,51.0,4.0,debit card,Suburban,WEB
C0674,2023-05-11,luxury,basic wash,22.07,25.0,4.0,Credit Card,AIRPORT,Web
C0189,2023-07-28,SUV,deluxe wash,68.67,53.0,4.0,Cash,MALL,Web
C0604,2023-04-08,Sedan!,#Premium Wash,unknown,N/A,4.0,Cash,Highway,in-person
C0317,2024-05-31,SUV,basic wash,17.22,22.0,5.0,CASH,AIRPORT,MOBILE
C0958,2024-02-09,suv,Premium Wash,37.38,31.0,1.0,credit card,AIRPORT,In-Person
C0086,2022-11-08,  Sedan  ,  deluxe wash  ,66.21,60.0,4.0,mobile pay,highway,MOBILE
C0644,2022-12-23,suv,PREMIUM WASH,39.66,34.0,5.0,Debit Card,MALL,MOBILE
C0727,2022-08-01,Van,Premium Wash,42.27,36.0,4.0,Credit Card,Downtown,Web
C0820,2024-10-10,truck,Interior Detailing,114.7,60.0,3.0,Debit Card,MALL,WEB
C0524,2024-03-07,truck,PREMIUM WASH,38.59,33.0,5.0,Cash,mall,MOBILE
C0052,09-04-2022,Truck,basic wash,15.7,20.0,4.0,mobile pay,Airport,MOBILE
C0313,2023-08-13,Sedan,Basic Wash,18.01,22.0,5.0,Cash,mall,WEB
C0651,2021-09-05,Truck,Basic Wash,21.53,23.0,4.0,MOBILE PAY,Highway,MOBILE
C0125,09/20/2023,truck,FULL SERVICE,140.74,119.0,4.0,mobile pay,AIRPORT,MOBILE
C0229,2022-09-17,truck,basic wash,17.39,19.0,1.0,debit card,Suburban,In-Person
C0950,2023-11-23,suv,Premium Wash,40.31,30.0,5.0,CASH,highway,WEB
C0181,2022-09-16,VAN,deluxe wash,68.13,47.0,4.0,Credit Card,highway,in-person
C0074,2024-04-17,Truck,deluxe wash,63.76,46.0,3.0,debit card,Suburban,in-person
C0646,2022-12-19,Hatchback,Basic Wash,19.54,22.0,5.0,Credit Card,Highway,in-person
C0140,2021-10-17,SUV,deluxe wash,65.25,59.0,3.0,Debit Card,Suburban,WEB
C0619,2023-05-21,  HATCHBACK  ,  Premium Wash  ,49.75,37.0,4.0,credit card,Suburban,MOBILE
C0186,2022-10-05,LUXURY,deluxe wash,67.16,45.0,3.0,mobile pay,Airport,MOBILE
C0182,2023-10-07,,full service,149.87,99.0,,Membership,Highway,in-person
C0969,2023-06-27,Truck,PREMIUM WASH,37.5,38.0,5.0,membership,Highway,WEB
C0705,2025-03-23,Hatchback,Premium Wash,45.66,35.0,5.0,Debit Card,mall,in-person
C0424,21-10-2021,HATCHBACK,PREMIUM WASH,35.92,32.0,4.0,Credit Card,mall,in-person
C0936,2025-06-11,SUV,PREMIUM WASH,42.3,38.0,3.0,MOBILE PAY,Airport,in-person
C0713,2024-02-18,truck,PREMIUM WASH,41.14,37.0,1.0,Membership,mall,MOBILE
C0844,2022-06-06,Luxury,FULL SERVICE,133.22,109.0,3.0,MOBILE PAY,MALL,MOBILE
C0991,2024-12-13,Truck,deluxe wash,68.44,59.0,3.0,Mobile Pay,Suburban,Web
C0302,2021-09-12,,Interior Detailing,110.3,78.0,,credit card,Airport,Web
C0422,2022-03-25,Van,PREMIUM WASH,36.99,42.0,3.0,Mobile Pay,AIRPORT,in-person
C0385,2024-01-08,Luxury,Interior Detailing,80.46,71.0,99.0,Debit Card,MALL,WEB
C0513,2023-06-25,Hatchback,Interior Detailing,-111.75,88.0,4.0,MOBILE PAY,AIRPORT,WEB
C0744,2024-04-03,luxury,deluxe wash,63.28,46.0,5.0,Cash,mall,WEB
C0175,2023-01-03,,deluxe wash,71.82,58.0,,debit card,MALL,In-Person
C0408,03-12-2021,Luxury,Interior Detailing,91.95,66.0,3.0,credit card,highway,Web
C0405,2022-06-09,truck,Premium Wash,40.48,35.0,4.0,Membership,highway,in-person
C0833,2023-09-07,,Premium Wash,35.72,42.0,,debit card,mall,in-person
C0609,2024-08-23,Van,PREMIUM WASH,36.17,45.0,3.0,Cash,Downtown,in-person
C0482,11/09/2021,suv,Premium Wash,35.37,43.0,3.0,mobile pay,mall,MOBILE
C0617,2024-07-20,HATCHBACK,Interior Detailing,105.03,60.0,3.0,membership,Downtown,Web
C0194,2025-01-09,,basic wash,18.48,22.0,,Mobile Pay,Suburban,WEB
C0432,2022-03-16,Van,basic wash,16.77,22.0,4.0,Credit Card,Downtown,MOBILE
C0102,2024-07-18,SUV,FULL SERVICE,140.59,120.0,4.0,MOBILE PAY,Downtown,WEB
C0022,2023-08-10,luxury,Basic Wash,17.23,19.0,3.0,CASH,MALL,in-person
C0554,2022-04-21,luxury,FULL SERVICE,123.35,96.0,4.0,MOBILE PAY,AIRPORT,Web
C0985,2023-05-11,SUV,full service,125.35,113.0,5.0,Membership,AIRPORT,Web
C0762,2024-10-07,luxury,FULL SERVICE,145.24,96.0,3.0,Mobile Pay,highway,Web
C0843,2021-06-15,SEDAN,PREMIUM WASH,48.06,42.0,3.0,credit card,Highway,in-person
C0631,2025-08-01,suv,Interior Detailing,105.79,88.0,4.0,debit card,MALL,In-Person
C0904,2022-04-25,suv,Basic Wash,16.5,17.0,3.0,Mobile Pay,MALL,Web
C0652,2022-03-18,Hatchback,Interior Detailing,100.83,64.0,4.0,Mobile Pay,AIRPORT,In-Person
C0793,2024-12-04,SUV,basic wash,23.33,23.0,5.0,Credit Card,mall,MOBILE
C0156,2021-07-16,  nan  ,  PREMIUM WASH  ,48.18,31.0,,credit card,Airport,in-person
C0306,2024-02-25,Luxury,Premium Wash,39.12,33.0,4.0,Credit Card,Suburban,in-person
C0738,2024-06-01,suv!,#basic wash,19.25,23.0,5.0,debit card,Airport,Web
C0861,2023-05-03,Hatchback,Interior Detailing,86.32,86.0,4.0,CASH,Airport,In-Person
C0401,10/24/2023,SUV,full service,unknown,N/A,2.0,mobile pay,MALL,MOBILE
C0687,2021-12-25,Van,Premium Wash,45.33,31.0,5.0,Debit Card,Suburban,Web
C0052,2022-05-15,luxury,full service,148.0,110.0,5.0,Debit Card,highway,in-person
C0808,07/25/2023,,Interior Detailing,103.85,64.0,,CASH,Downtown,in-person
C0199,10/15/2023,SUV,deluxe wash,55.4,51.0,5.0,MOBILE PAY,AIRPORT,in-person
C0362,2021-09-24,suv,Interior Detailing,107.85,67.0,2.0,credit card,mall,WEB
C0522,2022-02-05,SUV,basic wash,19.86,25.0,5.0,debit card,highway,In-Person
C0527,2022-02-01,truck!,#FULL SERVICE,1057.5473604607844,107.0,0.0,credit card,AIRPORT,WEB
C0502,2023-05-09,SUV,Interior Detailing,105.37,66.0,5.0,Debit Card,Downtown,MOBILE
C0808,08/30/2023,sedan,deluxe wash,66.12,51.0,5.0,credit card,Airport,Web
C0615,2023-04-08,suv,Premium Wash,41.52,44.0,,debit card,Airport,WEB
C0836,13-05-2022,Truck,Interior Detailing,119.95,83.0,2.0,debit card,Highway,WEB
C0002,2024-06-25,SUV,basic wash,18.8,15.0,5.0,MOBILE PAY,Highway,MOBILE
C0400,10/21/2023,truck,PREMIUM WASH,46.74,30.0,4.0,Credit Card,Highway,MOBILE
C0855,2024-10-13,Luxury,deluxe wash,64.81,50.0,3.0,Credit Card,mall,MOBILE
C0314,2024-03-16,  HATCHBACK  ,  Interior Detailing  ,105.83,78.0,5.0,MOBILE PAY,highway,Web
C0739,2024-01-05,HATCHBACK,PREMIUM WASH,41.44,37.0,4.0,CASH,mall,WEB
C0190,2023-03-12,Van,full service,123.77,91.0,3.0,Debit Card,mall,in-person
C0159,2022-10-14,truck,Basic Wash,17.46,17.0,3.0,Mobile Pay,Downtown,In-Person
C0224,2023-05-16,luxury,full service,114.19,109.0,5.0,MOBILE PAY,mall,MOBILE
C0173,2022-11-19,suv,Basic Wash,21.67,16.0,2.0,Credit Card,Airport,MOBILE
C0732,2022-04-15,Luxury,full service,130.02,116.0,4.0,Cash,Airport,Web
C0470,2022-03-07,Sedan,deluxe wash,64.44,57.0,4.0,CASH,Downtown,MOBILE
C0077,2024-03-03,HATCHBACK,deluxe wash,67.58,58.0,5.0,Credit Card,Downtown,Web
C0132,2025-01-20,HATCHBACK!,#full service,-114.97,103.0,5.0,Credit Card,Downtown,MOBILE
C0198,2022-07-23,Hatchback,FULL SERVICE,133.68,107.0,4.0,Credit Card,Highway,MOBILE
C0954,2022-10-16,Hatchback,deluxe wash,66.32,56.0,5.0,Credit Card,highway,Web
C0041,2022-07-06,SUV,PREMIUM WASH,49.23,43.0,1.0,Cash,Suburban,In-Person
C0656,2024-10-28,luxury,PREMIUM WASH,38.69,45.0,2.0,Mobile Pay,Airport,Web
C0552,2024-08-29,SUV,PREMIUM WASH,42.59,43.0,5.0,CASH,AIRPORT,In-Person
C0692,2023-01-21,SUV,Basic Wash,20.58,25.0,5.0,Membership,Highway,In-Person
C0239,2022-09-24,Luxury,basic wash,22.76,21.0,4.0,CASH,Suburban,in-person
C0079,2022-01-07,HATCHBACK,deluxe wash,56.15,58.0,4.0,CASH,AIRPORT,MOBILE
C0638,2021-10-18,Luxury,deluxe wash,64.05,49.0,4.0,Credit Card,AIRPORT,Web
C0920,15-07-2022,HATCHBACK,deluxe wash,70.9,54.0,5.0,debit card,highway,WEB
C0311,2022-02-16,SUV,deluxe wash,62.48,56.0,5.0,MOBILE PAY,Highway,Web
C0435,2024-08-18,Hatchback,Basic Wash,15.84,25.0,3.0,MOBILE PAY,Airport,Web
C0647,2023-08-05,Truck,full service,141.11,111.0,4.0,Mobile Pay,highway,in-person
C0810,09/14/2024,Truck,basic wash,20.81,25.0,4.0,debit card,MALL,in-person
C0842,27-07-2023,Sedan,PREMIUM WASH,35.52,35.0,4.0,Mobile Pay,AIRPORT,WEB
C0853,2023-03-16,suv,PREMIUM WASH,38.12,43.0,5.0,credit card,Airport,Web
C0909,12-05-2023,Van!,#Basic Wash,19.22,21.0,4.0,MOBILE PAY,Downtown,WEB
C0692,2023-06-08,SUV,deluxe wash,62.64,48.0,10.0,debit card,mall,MOBILE
C0267,2024-05-07,,FULL SERVICE,126.7,94.0,,Credit Card,mall,Web
C0395,11-12-2023,,full service,132.34,98.0,,Credit Card,Downtown,Web
C0293,2022-01-03,suv,full service,114.03,105.0,4.0,membership,MALL,WEB
C0128,2021-11-24,suv,basic wash,17.65,21.0,5.0,mobile pay,Downtown,Web
C0426,04/29/2023,HATCHBACK,Premium Wash,45.54,31.0,4.0,membership,Downtown,Web
C0373,,,,,,,,,
C0759,11/27/2024,truck,Premium Wash,46.97,41.0,4.0,CASH,Airport,MOBILE
C0185,2025-09-29,Van,deluxe wash,62.69,48.0,4.0,mobile pay,Downtown,in-person
C0685,2022-02-11,SUV,Interior Detailing,104.8,89.0,4.0,Debit Card,Suburban,Web
C0916,03/04/2025,Van,Basic Wash,15.1,16.0,5.0,Cash,Suburban,Web
C0450,12/21/2023,suv,full service,105.37,113.0,1.0,mobile pay,highway,WEB
C0902,2022-06-23,suv,PREMIUM WASH,43.78,38.0,1.0,Mobile Pay,MALL,WEB
C0711,2022-07-20,HATCHBACK,full service,113.87,96.0,4.0,debit card,Suburban,Web
C0181,23-08-2022,truck,PREMIUM WASH,46.04,35.0,2.0,mobile pay,Airport,WEB
C0507,02/14/2023,,Basic Wash,24.61,18.0,,Credit Card,highway,In-Person
C0765,2025-03-07,  Hatchback  ,  basic wash  ,146.99052645916984,22.0,5.0,Credit Card,Downtown,in-person
C0976,2022-05-28,luxury,Basic Wash,24.89,21.0,4.0,CASH,Airport,in-person
C0510,2022-04-02,Sedan,Basic Wash,19.18,15.0,4.0,Cash,MALL,MOBILE
C0858,27-10-2022,SUV,deluxe wash,71.02,47.0,4.0,Credit Card,Highway,Web
C0474,2022-11-09,suv,Basic Wash,24.3,15.0,3.0,mobile pay,AIRPORT,WEB
